original_filename,curated_filename,category,description,known_date,known_people,source,original_url,wayback_recovery_url,suitable_for_public_display,identification_research_required,original_path,curated_path,bytes,sha256
img_5713.thumbnail.jpg,,community-events,A man in a suit standing beside a screen or display at the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5713.thumbnail.jpg,https://web.archive.org/web/20150826011923id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5713.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5713.thumbnail.jpg,,1637,4317d340b833d068e34ee9e62a9385d85d89af122c8b3275606d647e8ec2508d
img_5715.thumbnail.jpg,,community-events,A man in formal dress standing at the front of the room. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5715.thumbnail.jpg,https://web.archive.org/web/20150826011359id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5715.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5715.thumbnail.jpg,,1389,7f8808a4b376ecba3ece069fdf270d4b42ee009a69dbf5f07c83be6c2c2d87d0
img_5716.thumbnail.jpg,,community-events,"Three men in formal dress at the function, one holding a long object presented between them. 100px thumbnail.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5716.thumbnail.jpg,https://web.archive.org/web/20150826011656id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5716.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5716.thumbnail.jpg,,1529,91cdceb2aeccbefbfe62efa20ca601c768f9c635638afa13ea909b63e5520796
img_5720.thumbnail.jpg,,community-events,A man in a suit speaking at the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5720.thumbnail.jpg,https://web.archive.org/web/20150826015149id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5720.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5720.thumbnail.jpg,,1114,6599c7ae20667c0ad50edbab2ae23fdfafced86d8e3da6da1d16b3a4726ce214
img_5723.thumbnail.jpg,,community-events,"Two men shaking hands at the function, one in formal dress. 100px thumbnail.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5723.thumbnail.jpg,https://web.archive.org/web/20150826015127id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5723.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5723.thumbnail.jpg,,1827,61b04f70efc8dd2229151699e0e969a072702e4f88c60d519dd1195a314d29b0
img_5728.thumbnail.jpg,,community-events,A young man in formal dress standing at the front of the room. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5728.thumbnail.jpg,https://web.archive.org/web/20150826014819id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5728.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5728.thumbnail.jpg,,1430,4c785d44be6b7b5b1550a6573a04bb7ec91ce0a289585d76f13ea88152a75d2c
img_5729.thumbnail.jpg,,community-events,A man in light-coloured shirt standing at a lectern. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5729.thumbnail.jpg,https://web.archive.org/web/20150826033502id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5729.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5729.thumbnail.jpg,,1219,ff2565a68c89d9153833878ef345e24dad226a3a62c4bb3a5c55f07e14b17716
img_5733.thumbnail.jpg,,community-events,Two men in formal dress posed together for the camera. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5733.thumbnail.jpg,https://web.archive.org/web/20160527124451id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5733.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5733.thumbnail.jpg,,1648,89ab31fe594bdeb6d88ac7e1072e19e1c6fcb4f4f13ce23053a261c255e246f6
img_5734.thumbnail.jpg,,community-events,Two men in formal dress posed together for the camera. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5734.thumbnail.jpg,https://web.archive.org/web/20150826033440id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5734.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5734.thumbnail.jpg,,1689,d2e0c21d67bd803995ebba3011fd5f474bd35439e363c296103c48eb137c264e
img_5736.thumbnail.jpg,,community-events,A group of young people in matching dark sweatshirts posed together in front of a banner. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5736.thumbnail.jpg,https://web.archive.org/web/20150826013922id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/img_5736.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/img_5736.thumbnail.jpg,,2492,d0edc2fab222ea257fab1f69ac7b0c7e8b20d56c3c77ed47490583ec438681a9
p6260008_0.thumbnail.jpg,,community-events,Members and guests seated at tables in a hall during a social function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260008_0.thumbnail.jpg,https://web.archive.org/web/20160527164147id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260008_0.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260008_0.thumbnail.jpg,,2043,69136799b9dee2cd6550c1f8a0566af53b87d3754599335d38aca08ea5448c0d
p6260009.thumbnail.jpg,,community-events,"A decorated sheet cake iced with ""Congratulations Carleton Lodge"" above a maple-leaf square-and-compasses emblem, with a two-part year range iced beneath. The year range is NOT legible at the only archived resolution (100x56) and must not be quoted without confirmation.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260009.thumbnail.jpg,https://web.archive.org/web/20160527164125id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260009.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260009.thumbnail.jpg,,1949,16e413af27a9667b644df4b70ee1dc9a233a4efe8b84a6c7239926de9561537a
p6260010.thumbnail.jpg,,community-events,Two men in conversation at a table during the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260010.thumbnail.jpg,https://web.archive.org/web/20160527110707id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260010.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260010.thumbnail.jpg,,1764,8af516fd2e2b2924c9d75b06347d70037a07c9010f461d936e075962b625bc60
p6260011.thumbnail.jpg,,community-events,Men seated at a table during the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260011.thumbnail.jpg,https://web.archive.org/web/20160527110941id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260011.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260011.thumbnail.jpg,,1719,2b9af5eb93c5d25d1058f43cd538ab6d4c9aabc7a2b708d10dc69bd870b34f17
p6260012.thumbnail.jpg,,community-events,Guests standing and talking during the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260012.thumbnail.jpg,https://web.archive.org/web/20160527164817id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260012.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260012.thumbnail.jpg,,1368,9b28d6266c251b5d7821531e1349f5da611521468200a1ac3d2a8d598b98f26f
p6260013.thumbnail.jpg,,community-events,A man in formal dress seated beside another guest at the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260013.thumbnail.jpg,https://web.archive.org/web/20160527105638id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260013.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260013.thumbnail.jpg,,1804,aed2867a2a385deb79b2ffdf6faf9377200a977dd12717434bb5dedffb1cf75f
p6260014.thumbnail.jpg,,community-events,A man in formal dress standing and talking with seated guests. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260014.thumbnail.jpg,https://web.archive.org/web/20160527111532id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260014.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260014.thumbnail.jpg,,1896,47e5c25c38564047a24bf716fb1fb1c1d2e34eeea37d2f84659fae3848f3910b
p6260016.thumbnail.jpg,,community-events,Guests seated along a table at the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260016.thumbnail.jpg,https://web.archive.org/web/20160527112853id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260016.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260016.thumbnail.jpg,,1787,d95cf58e463dfc4302a25d8a0a1fd80a536701ce9dc3bb035da07159a9c3beb2
p6260018.thumbnail.jpg,,community-events,Guests in conversation during the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260018.thumbnail.jpg,https://web.archive.org/web/20160527105147id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260018.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260018.thumbnail.jpg,,1787,4cfb23b1d09b24b08716b4971c2d95c8ce5b48ed6bf7c2abaa72a50a24838ef6
p6260020.thumbnail.jpg,,community-events,A buffet table laid with platters of food at the function. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260020.thumbnail.jpg,https://web.archive.org/web/20160527123929id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/p6260020.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/community-events/p6260020.thumbnail.jpg,,2613,4b5e923845f2769b9ae2e31f175d180e63033e01db4523b3c82b63829a7299eb
CarletonDirections.jpg,carleton-lodge-directions-map.jpg,historical-lodge-building,"Hand-drawn directions map to the Lodge at 3704 Carp Rd, showing Carp, Carp Road, March Road, Marsh Road, Kanata, Ottawa and Highway 417.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonDirections.jpg,https://web.archive.org/web/20150825212557id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonDirections.jpg,yes,no,history/archive/legacy-owned/originals/historical-lodge-building/CarletonDirections.jpg,history/archive/legacy-owned/curated/historical-lodge-building/carleton-lodge-directions-map.jpg,27617,3549f80065253d32a4c05fc863ce7f42f5b4c569709aeb518da960429be7ff19
CarletonLodge465-building.jpg,carleton-lodge-building-winter-exterior.jpg,historical-lodge-building,"Exterior of the Carleton Lodge building in winter: white clapboard gable-end structure with a pointed Gothic-arched window over the entrance, stone/painted lower course, snow on the ground.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonLodge465%20building.jpg,https://web.archive.org/web/20150825212750id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonLodge465%20building.jpg,yes,no,history/archive/legacy-owned/originals/historical-lodge-building/CarletonLodge465-building.jpg,history/archive/legacy-owned/curated/historical-lodge-building/carleton-lodge-building-winter-exterior.jpg,14336,59cb27698e4be664769d4eda2fa667568d3564af249a572c3b0d276c8c78e31a
CarletonLodge465_building_spacevariant.jpg,,historical-lodge-building,"Byte-identical duplicate of CarletonLodge465-building.jpg, archived under a space-separated filename variant. Retained for provenance only.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonLodge465%20building.jpg,https://web.archive.org/web/20110201133655id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/CarletonLodge465%20building.jpg,yes,no,history/archive/legacy-owned/originals/historical-lodge-building/CarletonLodge465_building_spacevariant.jpg,,14336,59cb27698e4be664769d4eda2fa667568d3564af249a572c3b0d276c8c78e31a
gallery-cover-2021.jpg,carleton-lodge-building-exterior-colour.jpg,historical-lodge-building,"Colour exterior photograph of the Lodge building in leaf-on season, showing the full side elevation, Gothic-arched window and entrance.",,,Archived Carleton Lodge No. 465 website,https://carletonlodge465.com/index.php/photos/img?js=0&format=raw&w=600&h=400&id=4:2021,https://web.archive.org/web/20251009174358id_/https://carletonlodge465.com/index.php/photos/img?js=0&format=raw&w=600&h=400&id=4:2021,yes,no,history/archive/legacy-owned/originals/historical-lodge-building/gallery-cover-2021.jpg,history/archive/legacy-owned/curated/historical-lodge-building/carleton-lodge-building-exterior-colour.jpg,34713,87137b661aea8a8d8e94eb7edd4d02df48170851276a9ab5003fc4d7996426ff
lodge-picture-3-sepia.jpg,carleton-lodge-building-sepia.jpg,historical-lodge-building,"Sepia-toned photograph of the Lodge building seen from the front corner, showing the Gothic-arched window, entrance steps and bare trees. Highest-resolution building image recovered (1282x1000).",,,Archived Carleton Lodge No. 465 website,https://carletonlodge465.com/images/site/lodge-picture-3-sepia.jpg,https://web.archive.org/web/20241212011111id_/https://carletonlodge465.com/images/site/lodge-picture-3-sepia.jpg,yes,no,history/archive/legacy-owned/originals/historical-lodge-building/lodge-picture-3-sepia.jpg,history/archive/legacy-owned/curated/historical-lodge-building/carleton-lodge-building-sepia.jpg,441428,03f3ab5f7d7766715b54b36908329059f5ebabf78b149fb908e6deddb0fd71a7
installation_1.thumbnail.jpg,installation-ceremony-01.jpg,installations,"Installation ceremony: members assembled around the Lodge room behind the pedestal and columns, chequered pavement in the foreground. 100px archived thumbnail.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_1.thumbnail.jpg,https://web.archive.org/web/20160527165926id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_1.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/installations/installation_1.thumbnail.jpg,history/archive/legacy-owned/curated/installations/installation-ceremony-01.jpg,2034,3939dacaea385ce558d4390b722a86722e7b9a036c81a667e84ba0cc86a75b76
installation_2.thumbnail.jpg,installation-ceremony-02.jpg,installations,"Installation ceremony: members standing in regalia behind the pedestal with red covering, flanked by the columns. 100px archived thumbnail.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_2.thumbnail.jpg,https://web.archive.org/web/20160527225442id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_2.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/installations/installation_2.thumbnail.jpg,history/archive/legacy-owned/curated/installations/installation-ceremony-02.jpg,2711,026af15d7e3fef1916f80f365d20cd2c48bee3289011ba48ca05cdba3db49e74
installation_3.thumbnail.jpg,installation-ceremony-03.jpg,installations,Installation ceremony: a line of members in regalia holding framed presentations. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_3.thumbnail.jpg,https://web.archive.org/web/20160527174314id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_3.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/installations/installation_3.thumbnail.jpg,history/archive/legacy-owned/curated/installations/installation-ceremony-03.jpg,1853,8dbaf21108713be49c4230279a3ad47357b59c83f3bf92fb120cb57d19f82463
installation_4.thumbnail.jpg,installation-ceremony-04.jpg,installations,Installation ceremony: three members in Grand Lodge regalia holding framed presentations. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_4.thumbnail.jpg,https://web.archive.org/web/20160527180827id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_4.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/installations/installation_4.thumbnail.jpg,history/archive/legacy-owned/curated/installations/installation-ceremony-04.jpg,2499,22bc20d705dd80418a92d0517faa23924d20f51d1c03e898b83dcf4a424fc8aa
installation_5.thumbnail.jpg,installation-ceremony-05.jpg,installations,"Installation ceremony: two members in regalia, one holding a framed presentation. 100px thumbnail.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_5.thumbnail.jpg,https://web.archive.org/web/20160527164235id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_5.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/installations/installation_5.thumbnail.jpg,history/archive/legacy-owned/curated/installations/installation-ceremony-05.jpg,1732,1b7d047d3674d337e4521b395907dbd437e36ef6f3f4767ee4175a4c70383b2a
installation_7.thumbnail.jpg,installation-ceremony-07.jpg,installations,Installation ceremony: two members in light-blue collars holding framed presentations. 100px thumbnail.,,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_7.thumbnail.jpg,https://web.archive.org/web/20160527183400id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_7.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/installations/installation_7.thumbnail.jpg,history/archive/legacy-owned/curated/installations/installation-ceremony-07.jpg,2236,a48d5138d2196da68adf130163783ba29685713f36b0439f51b43b6f4ae07eb1
installation_8.thumbnail.jpg,installation-ceremony-08.jpg,installations,"Installation ceremony: two members, one in regalia holding a framed presentation. 100px thumbnail.",,,Archived Carleton Lodge No. 465 website,http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_8.thumbnail.jpg,https://web.archive.org/web/20160527132501id_/http://www.carletonlodge465.com/sites/carletonlodge465.com/files/images/installation_8.thumbnail.jpg,yes,yes,history/archive/legacy-owned/originals/installations/installation_8.thumbnail.jpg,history/archive/legacy-owned/curated/installations/installation-ceremony-08.jpg,1549,f1345a5793a9e4f069f79b735faa2d57a42f32ba23defb2db01a87d75faabfa5
dscn0037.jpg,lodge-room-interior-and-assembly-2014-11-27.jpg,lodge-interior,"Full Lodge room interior at 3595x2276 — the highest-quality image recovered. Shows the black-and-white chequered mosaic pavement, three turned wooden columns on stepped plinths carrying brass candle lights, the panelled oak pedestal with red velvet cushion and open Volume of the Sacred Law surmounted by square and compasses, a red velvet kneeling bench with Gothic arcade carving, a model of Jacob's Ladder, and a large assembly of members and visiting dignitaries in Grand Lodge regalia. Framed portraits, the Lodge charter and wall plaques are visible behind.",2014-11-27 (EXIF DateTimeOriginal),,Archived Carleton Lodge No. 465 website,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0037.jpg,https://web.archive.org/web/20150826072218id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0037.jpg,yes,yes,history/archive/legacy-owned/originals/lodge-interior/dscn0037.jpg,history/archive/legacy-owned/curated/lodge-interior/lodge-room-interior-and-assembly-2014-11-27.jpg,445855,b0b33e733bbaac422d1113d54a73da3fd2d17771de2ca29ee5755b0e63887eb0
dscn0037.preview.jpg,,lodge-interior,640x405 derivative of dscn0037.jpg. Superseded by the full-resolution original.,2014-11-27 (EXIF DateTimeOriginal),,Archived Carleton Lodge No. 465 website,http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0037.preview.jpg,https://web.archive.org/web/20150802234732id_/http://carletonlodge465.com/sites/carletonlodge465.com/files/images/dscn0037.preview.jpg,yes,no,history/archive/legacy-owned/originals/lodge-interior/dscn0037.preview.jpg,,59412,7d7bc1d76f9d3e525b32d5bbd17a2fe0e6f8c9b4b73ad0ca77464617697aa72f
gallery-cover-2017.jpg,lodge-room-officers-and-visitors.jpg,lodge-interior,"Group of officers and visiting dignitaries in Grand Lodge regalia standing in the Lodge room, with framed portraits, framed documents and the carved Master's chair visible behind.",,,Archived Carleton Lodge No. 465 website,https://carletonlodge465.com/index.php/photos/img?js=0&format=raw&w=600&h=400&id=12:2017,https://web.archive.org/web/20251009174256id_/https://carletonlodge465.com/index.php/photos/img?js=0&format=raw&w=600&h=400&id=12:2017,yes,yes,history/archive/legacy-owned/originals/lodge-interior/gallery-cover-2017.jpg,history/archive/legacy-owned/curated/lodge-interior/lodge-room-officers-and-visitors.jpg,37737,915393a6c49c65074a66491bda6a00c36e877a4f03e493c2d9316c6db30a8673
